,marketSegment,project,street,x,y
418,OCR,SUMMERHILL,HUME AVENUE,20462.597949690001,37988.984578459998
419,OCR,BUKIT LOYANG ESTATE,JALAN KELEMPONG,42976.639924530002,38274.925282570002
420,OCR,KOVAN LODGE,KOVAN ROAD,33324.897787820003,37787.99855941
421,OCR,SUNHAVEN,UPPER CHANGI ROAD EAST,42422.258912779999,36717.9565758
422,RCR,YEW LIAN PARK,JALAN PELATINA,27985.023370549998,36919.23510585
423,OCR,LAGOON VIEW,MARINE PARADE ROAD,39193.225116639998,32552.09222226
424,RCR,LANDED HOUSING DEVELOPMENT,LORONG 106 CHANGI,35820.8853003,33198.816353569999
425,OCR,GUAN SOON VILLAS,GUAN SOON AVENUE,41321.009407769997,35635.693672419999
426,OCR,LANDED HOUSING DEVELOPMENT,SUNSET SQUARE,20641.732271029999,34321.865610639998
427,OCR,LLYN GARDENS,PAYA LEBAR WALK,33397.15644757,36785.713526769999
428,OCR,LANDED HOUSING DEVELOPMENT,HENDRY CLOSE,33347.486675639996,37916.464070090001
429,RCR,LANDED HOUSING DEVELOPMENT,JALAN CHEMPAH,28644.153498709999,37354.276885039999
430,OCR,FONTAINE PARRY,POH HUAT ROAD,33178.140223370001,38770.608505809999
431,RCR,IVORY,CEYLON LANE,35475.652300099997,32642.16535531
432,OCR,GRAND DUCHESS AT ST PATRICK'S,ST. PATRICK'S ROAD,37198.998878640003,32198.701846450001
433,OCR,COSTA DEL SOL,BAYSHORE ROAD,39897.763987740002,32687.577201120001
434,OCR,LANDED HOUSING DEVELOPMENT,JALAN BATALONG EAST,42999.052326199999,38207.311619389997
435,OCR,CHANGI GARDEN,JALAN MARIAM,43224.246,38125.072
436,OCR,COASTAL BREEZE RESIDENCES,LOYANG BESAR CLOSE,41782.463395889999,40063.201775730003
437,RCR,THE LINE @ TANJONG RHU,TANJONG RHU ROAD,33688.685467940001,31239.890202319999
438,OCR,LANDED HOUSING DEVELOPMENT,KOVAN CLOSE,33354.287537599996,37879.79413787
439,RCR,LANDED HOUSING DEVELOPMENT,SERAYA ROAD,35473.594401160001,32042.253978640001
440,OCR,THE SUNSHINE,SUNSHINE TERRACE,32324.643040060001,36495.060658780001
441,OCR,MAYFAIR RESIDENCES,EAST COAST ROAD,37014.433725919997,32448.080173730001
442,OCR,EASTPOINT GREEN,SIMEI STREET 3,41029.210184589999,35628.071298850002
443,RCR,CHELSEA LODGE,TANJONG KATONG ROAD,34975.163960699998,31956.162489129999
444,OCR,MAYFLOWER GARDENS,MAYFLOWER AVENUE,28664.467356880001,39334.121530350002
445,OCR,LANDED HOUSING DEVELOPMENT,JALAN KELICHAP,33370.662260159998,36559.403078229997
446,OCR,GABRIEL VILLAS,SERANGOON AVENUE 1,32877.110486710003,36613.449650599997
447,RCR,TOH TUCK LODGE,TOH TUCK ROAD,20953.99017817,35880.764024299998
448,RCR,CASA ESPERANZA,BUKIT TIMAH ROAD,22411.785325280001,35183.98706425
449,OCR,PALM GROVE CONDOMINIUM,PALM GROVE AVENUE,33009.628773670001,37978.089647350002
450,RCR,SUITES@ KATONG,TANJONG KATONG ROAD,34932.4034,32243.4084
451,OCR,LANDED HOUSING DEVELOPMENT,OLD UPPER THOMSON ROAD,27263.03638284,39622.726146530001
452,OCR,LA SALLE VILLAS,LA SALLE STREET,37494.990063139999,33311.551735850003
453,RCR,ASPEN LOFT,JOO CHIAT TERRACE,35959.686818969998,33035.554150250002
454,RCR,DUNMAN PLACE,DUNMAN ROAD,34971.313931189997,32487.87722477
455,OCR,CHARLTON VILLAS,CHARLTON LANE,33381.954945829999,37632.604910160003
456,OCR,CASCADALE,UPPER CHANGI ROAD EAST,42519.074293809998,36384.502316399998
457,RCR,LANDED HOUSING DEVELOPMENT,SOO CHOW GARDEN ROAD,27775.59458099,37312.825045030002
458,OCR,SPRINGVALE,EAST COAST ROAD,38167.077625139999,32809.638043409998
459,OCR,ST PATRICK'S GREEN,ST. PATRICK'S ROAD,36989.391002410003,32351.295828699999
460,RCR,HUA GUAN GARDENS,HUA GUAN CRESCENT,22594.866983990001,35477.01835027
461,OCR,SANCTUARY @ 813,UPPER SERANGOON ROAD,33301.09596516,37703.70386975
462,OCR,LANDED HOUSING DEVELOPMENT,MAYFLOWER ROAD,28789.584121569999,39185.587409469997
463,OCR,LANDED HOUSING DEVELOPMENT,MARIAM CLOSE,43134.5805,38176.5092
464,OCR,BEAUTY GARDEN,JALAN MERDU,35494.555238089996,41622.456353310002
465,OCR,LANDED HOUSING DEVELOPMENT,THOMSON TERRACE,27829.455995229998,39895.205537020001
466,OCR,LANDED HOUSING DEVELOPMENT,JALAN BILAL,41425.599379180002,33842.865722200001
467,OCR,BARTLEY RESIDENCES,LORONG HOW SUN,33237.7116,36107.6349
468,OCR,FERNWOOD TERRACES,FERNWOOD TERRACE,38106.14433498,32485.262155020001
469,OCR,LANDED HOUSING DEVELOPMENT,EASTWOOD WAY,41875.730324710001,33904.698368250002
470,RCR,ENG KONG PARK,ENG KONG CRESCENT,20852.49225583,35270.93624167
471,OCR,LANDED HOUSING DEVELOPMENT,PARRY AVENUE,32845.272673250002,38510.087881919998
472,OCR,LANDED HOUSING DEVELOPMENT,EAST COAST TERRACE,37819.051086280003,32588.088825800001
473,OCR,PAYA LEBAR GARDENS,JALAN USAHA,33576.266158180003,36435.401886540004
474,OCR,TAMPINES COURT,TAMPINES STREET 11,40581.229160470002,36309.099270020002
475,OCR,ECOPOLITAN,PUNGGOL WALK,35077.9452,42501.1524
476,OCR,PEAKVILLE PARK,PEAKVILLE GROVE,40369.733939729997,35096.317309269999
477,OCR,LANDED HOUSING DEVELOPMENT,EAST COAST DRIVE,37881.235649609997,32427.1432177
478,RCR,FLAME TREE PARK,SIN MING AVENUE,27558.95314071,38109.986683019997
479,OCR,CAMBIO SUITES,LIM TUA TOW ROAD,32790.182754299997,37474.737409000003
480,RCR,BENDIGO GARDENS,KOON SENG ROAD,36046.584607850001,32794.301178640001
481,OCR,BAYSHORE PARK,BAYSHORE ROAD,39642.117217560001,32554.140223319999
482,OCR,D' SILVA TERRACE,KANG CHOO BIN ROAD,33471.374917419998,38589.160242410003
483,RCR,RAFFLESIA CONDOMINIUM,BISHAN STREET 21,29078.79548951,36641.695534200001
484,OCR,PEOPLE'S GARDEN,LORONG 1 REALTY PARK,34436.920762289997,38789.241632090003
485,OCR,LANDED HOUSING DEVELOPMENT,EDEN GROVE,32253.198088029999,36357.828633450001
486,OCR,SUNSHINE RESIDENCE,LORONG K TELOK KURAU,36527.947438450001,32818.371717029998
487,RCR,38 I SUITES,IPOH LANE,35017.277879729998,32674.587088729999
488,RCR,EAST ELEGANCE,JOO CHIAT TERRACE,36049.085301860001,33019.223669509999
489,OCR,WHITEWATER,PASIR RIS STREET 72,39377.473123840002,40283.49654346
490,OCR,TROPICAL SPRING,SIMEI STREET 4,41578.27549737,35939.853308849997
491,OCR,EASTERN LAGOON,UPPER EAST COAST ROAD,39275.382897419999,32918.368760229999
492,RCR,SERAYA 9,SERAYA LANE,35377.885263129997,32179.812695669998
493,OCR,VENEZIO,UPPER EAST COAST ROAD,40166.302610559999,33010.297409330003
494,OCR,BEDOK GROVE,BEDOK PLACE,41378.389747510003,34158.63688503
495,OCR,LOYANG VILLAS,LOYANG RISE,42598.412492250002,38238.920473330001
496,RCR,FLORIDIAN,BUKIT TIMAH ROAD,22647.78525214,35053.52901903
497,OCR,THE SUNNYDALE,SERANGOON AVENUE 3,31816.678173120001,36752.64631419
498,OCR,PROSPERO VILLE,LORONG K TELOK KURAU,37043.976465640002,32918.322555630003
499,OCR,CHIP THYE GARDEN,YIO CHU KANG GARDENS,28537.250130899999,40358.17185014
500,OCR,TAI YUAN GARDEN,TAI YUAN HEIGHTS,31990.909681690001,37870.862881529999
501,OCR,ROMAN TERRACE,LORONG L TELOK KURAU,37150.85307214,32825.55586421
502,OCR,CHANGI COURT,UPPER CHANGI ROAD EAST,42382.907150789996,36110.334944319999
503,OCR,PIN MANSIONS,LIM AH PIN ROAD,33876.794266009999,38539.766049420001
504,OCR,AVILA TERRACE,MARIAM WAY,43147.26726962,38033.353400550002
505,OCR,LANDED HOUSING DEVELOPMENT,JALAN HAJI SALAM,41225.370002459998,33752.71336779
506,RCR,HOOVER PARK,CHUN TIN ROAD,21352.122700569998,36034.409345679996
507,OCR,K-LODGE,LORONG K TELOK KURAU,36455.754870679998,32739.548781359999
508,OCR,GUAN SOON TERRACE,GUAN SOON AVENUE,41385.080863540001,35669.74045335
509,OCR,LANDED HOUSING DEVELOPMENT,BRIGHTON AVENUE,32388.584548849999,38212.258302190001
510,OCR,THE LUCENT,LORONG N TELOK KURAU,37233.9969,32573.2946
511,OCR,FAIRMOUNT CONDOMINIUM,EASTWOOD ROAD,41697.507666499997,33680.325059430002
512,OCR,THE MINTON,HOUGANG STREET 11,33390.7171,37056.4848
513,OCR,8 EDEN GROVE,EDEN GROVE,32378.08055445,36323.847269789999
514,RCR,THE ARECA,BUNGA RAMPAI PLACE,33708.499498380004,35695.028892529997
515,OCR,SERANGOON GARDEN ESTATE,BERWICK DRIVE,30895.0050689,38175.147297299998
516,OCR,LIGHTHOUSE,JALAN LOYANG BESAR,42024.156644530004,40065.001230520003
517,OCR,LA FIESTA,SENGKANG SQUARE,34891.5074,41201.7867
518,RCR,CRYSTAL RHU,TANJONG RHU ROAD,33650.36645889,31256.081484210001
519,OCR,SUITES @ KOVAN,UPPER SERANGOON ROAD,33946.298426450001,38246.331699230003
520,OCR,LANDED HOUSING DEVELOPMENT,DIX ROAD,32710.987846110001,38037.242971620001
521,OCR,KOVAN CREST,KOVAN ROAD,33394.615000270002,37833.100785599997
522,RCR,LANDED HOUSING DEVELOPMENT,CLOVER AVENUE,29034.05210024,36837.433278459999
523,RCR,PRESIDIO,CEYLON LANE,35393.991826079999,32580.49208461
524,OCR,LANDED HOUSING DEVELOPMENT,LEITH ROAD,32682.7223,38357.1478
525,RCR,LANDED HOUSING DEVELOPMENT,ENG KONG CRESCENT,20798.635333480001,35300.53017909
526,OCR,LANDED HOUSING DEVELOPMENT,LUCKY HEIGHTS,39873.175608789999,33278.307532640003
527,OCR,LE ROYCE @ LEITH PARK,LEITH PARK,32540.850492099998,38255.024850549997
528,OCR,THE SOUND,EAST COAST ROAD,37087.03561391,32467.378744320001
529,RCR,DE CENTURION,TANJONG RHU ROAD,33688.748900430001,31257.153017280001
530,RCR,UNIQUE GARDEN,TOH TUCK ROAD,20903.01675282,35874.98419014
531,OCR,BROOKVALE PARK,BROOKVALE DRIVE,20959.120131059999,34607.808301550002
532,OCR,TRILIVE,TAMPINES ROAD,34501.177821809998,38222.873662380003
533,RCR,HIGHGATE,HIGHGATE CRESCENT,20605.931719570001,35930.54027832
534,RCR,JC VILLE,JOO CHIAT PLACE,35989.5452,32957.345
535,OCR,LANDED HOUSING DEVELOPMENT,JALAN SAHABAT,33176.414332570001,37766.816164129998
536,RCR,SUITES @ GUILLEMARD,LIM AH WOO ROAD,34507.88446788,32764.60763983
537,RCR,GOLDEN RISE ESTATE,KISMIS PLACE,20465.247436429999,35334.687668540002
538,OCR,CANARY VILLE,LORONG J TELOK KURAU,37048.348797669998,32965.56513049
539,OCR,PARK EAST,JALAN TUA KONG,38155.238726529997,33415.465503590002
540,RCR,SKY HABITAT,BISHAN STREET 15,30093.7273,37115.8301
541,OCR,SIMEI GARDEN,SEA BREEZE WALK,41113.513203820002,35591.182728040003
542,RCR,LANDED HOUSING DEVELOPMENT,BROADRICK ROAD,34454.218973309997,31326.956343580001
543,OCR,LOYANG GARDENS,JALAN LOYANG BESAR,41760.944889469998,40072.511055930001
544,OCR,STARS OF KOVAN,UPPER SERANGOON ROAD,34008.677132739999,38194.588029130003
545,RCR,MAYFAIR GARDENS,RIFLE RANGE ROAD,22299.79373385,35598.864099989999
546,OCR,EASTBAY,TAY LIAN TECK ROAD,38682.840625450003,32809.992305580001
547,RCR,KATONG GARDENS,TEMBELING ROAD,36037.53230204,32328.435793249999
548,OCR,AMARANDA GARDENS,SERANGOON AVENUE 3,31679.086561649999,36857.729009359998
549,OCR,ECO,BEDOK SOUTH AVENUE 3,40478.3866,33964.6339
550,RCR,BISHAN PARK CONDOMINIUM,SIN MING WALK,27745.305655930001,38717.21490098
551,RCR,THOMSON VIEW CONDOMINIUM,BRIGHT HILL DRIVE,27574.2233744,37736.429492669997
552,OCR,LANDED HOUSING DEVELOPMENT,KEW DRIVE,41242.014971969997,33478.186174950001
553,OCR,LANDED HOUSING DEVELOPMENT,MAYFLOWER PLACE,28825.359806620001,39422.363449490001
554,OCR,LANDED HOUSING DEVELOPMENT,JALAN ANGIN LAUT,41313.485813710001,35341.781647589999
555,OCR,PARRY PARK,PARRY TERRACE,33106.448916770002,38733.987837219997
556,OCR,TAI HWAN GARDEN,TAI HWAN AVENUE,31122.559606209998,37705.329175599997
557,RCR,EVERITT EDGE,JOO CHIAT PLACE,35611.443295500002,32900.589243910003
558,OCR,SUITES @ PAYA LEBAR,UPPER PAYA LEBAR ROAD,33227.255191010004,36962.590336459996
559,OCR,LAVERNE'S LOFT,LORONG L TELOK KURAU,36578.673052340003,32626.429512190001
560,OCR,SAPPHIRE COURT,LORONG K TELOK KURAU,36678.936,32760.5518
561,RCR,LANDED HOUSING DEVELOPMENT,JALAN SEMBILANG,28143.62708042,37578.692867369997
562,RCR,JOO CHIAT MANSIONS,JOO CHIAT PLACE,35911.892859049996,32929.828530250002
563,OCR,LANDED HOUSING DEVELOPMENT,HIGHLAND ROAD,33291.183641820001,37956.520348330001
564,OCR,SUMMER GROVE,RECREATION ROAD,32683.550640890001,37120.81639596
565,RCR,SIGNATURE RESIDENCE,GREEN LANE,34581.787053069999,32600.685990839999
566,OCR,LANDED HOUSING DEVELOPMENT,FLORENCE ROAD,33781.275527110002,38681.635987240003
567,RCR,KOON SENG COURT,KOON SENG ROAD,36047.0003,32813.6444
568,OCR,PONGGOL PARK,PONGGOL SEVENTEENTH AVENUE,35942.6993,44128.098
569,RCR,FLORA EAST,JOO CHIAT PLACE,36041.074,32964.0478
570,RCR,LANDED HOUSING DEVELOPMENT,ENG KONG ROAD,20761.156066890002,35115.288645180001
571,RCR,RIVAGE,MARGATE ROAD,34200.121760470001,31345.592970590001
572,OCR,VILLA PONDER ROSA,LORONG ONG LYE,33126.65046539,36748.328564440001
573,OCR,THE AMBRA,LORONG H TELOK KURAU,36829.83360143,33270.793279020003
574,OCR,LANDED HOUSING DEVELOPMENT,LORONG 6 REALTY PARK,34236.093097960002,39020.497177300003
575,RCR,ISUITES @ MARSHALL,MARSHALL ROAD,35491.033597719998,32166.464940749999
576,OCR,LANDED HOUSING DEVELOPMENT,LUCKY VIEW ,39858.289556969998,33452.256146329998
577,OCR,LA QUINTA PARK,CHUAN WALK,31809.67950865,37591.495420539999
578,OCR,LANDED HOUSING DEVELOPMENT,JALAN TECK KEE,32487.958866729999,37839.603268340001
579,RCR,JC RESIDENCE,JOO CHIAT LANE,35480.50621021,32777.926326489998
580,OCR,SUMMER GARDENS,UPPER CHANGI ROAD EAST,41028.7779,34839.0945
581,RCR,MARINE MEADOWS,MARINE PARADE,36138.432996319999,31936.341684170001
582,RCR,LANDED HOUSING DEVELOPMENT,LORONG STANGEE,36121.117030369998,32372.552208000001
583,RCR,ONE K GREENLANE,GREEN LANE,34684.15204137,32595.600493660001
584,OCR,THE SILVA GARDENS,DA SILVA LANE,33664.491691589998,38351.482247230003
585,OCR,LANDED HOUSING DEVELOPMENT,BEDOK RIA PLACE,41205.362065300002,34280.592047550002
586,OCR,LANDED HOUSING DEVELOPMENT,LORONG CHUAN,31925.56259933,38099.403824270001
587,OCR,THE SCALA,SERANGOON AVENUE 3,31559.206305600002,36926.97116996
588,OCR,TRUSSVILLE,PAYA LEBAR CRESCENT,33649.721174649997,36835.818841670004
589,RCR,SEASONS VIEW,PEMIMPIN DRIVE,28860.022340000001,37138.096004609998
590,OCR,MARINE GARDEN,SIGLAP ROAD,38413.3524,32453.5581
591,RCR,CAMELOT BY-THE-WATER,TANJONG RHU ROAD,32753.206213559998,31114.292085720002
592,RCR,VERSILIA ON HAIG,IPOH LANE,34985.5225,32721.6972
593,OCR,PARK GREEN,RIVERVALE LINK,35445.874804209998,40366.521702100002
594,OCR,FORTUNA HILL,HILLSIDE DRIVE,32800.717435399999,37907.40414328
595,RCR,CAVENDISH PARK,PINE GROVE,21610.136337940001,33223.047016190004
596,RCR,THE INGLEWOOD,THE INGLEWOOD,27567.87775709,38126.300297079998
597,OCR,LANDED HOUSING DEVELOPMENT,LORONG J TELOK KURAU,36848.555421850003,32987.850797499997
598,RCR,TEMBELING TERRACES,TEMBELING ROAD,35464.216191140002,32931.736461740001
599,OCR,THE TREELINE,LORONG G TELOK KURAU,36957.83320991,33348.808289870002
600,OCR,EMPRADO SUITES,LORONG N TELOK KURAU,37138.404550629999,32581.7489742
601,OCR,FRANKEL ESTATE,BOWMONT GARDENS,37641.1318,32934.3494
602,OCR,PINEVALE,TAMPINES STREET 73,39139.354218909997,37819.148929729999
603,OCR,SUITES TWENTY-TWO,LORONG G TELOK KURAU,36321.753520120001,33247.253506509999
604,OCR,BOUNDARY GARDENS,LORONG CHUAN,31956.615299390001,37573.261513010001
605,OCR,RESIDENTIAL APARTMENTS,PILLAI ROAD,33128.4114,36560.5511
606,RCR,FABER GARDEN,JALAN REBANA,27446.189149699999,38260.022523199997
607,OCR,LANDED HOUSING DEVELOPMENT,ST. HELIER'S AVENUE,32210.764485950002,38163.333427920001
608,OCR,KINGSFORD WATERBAY,UPPER SERANGOON VIEW,35683.3146,39469.1676
609,OCR,ROSYTH VILLE,ROSYTH ROAD,32563.05931945,38364.978910569999
610,OCR,HUA XIN COURT,NALLUR ROAD,39095.307378470001,32691.925212179999
611,RCR,CHUN TIN COURT,YUK TONG AVENUE,21474.859368550001,36033.124089470001
612,RCR,LANDED HOUSING DEVELOPMENT,GRAY LANE,34664.087316039997,32768.434636160002
613,OCR,CRESCENDO PARK,JALAN TUA KONG,38335.582892119997,32901.055220260002
614,OCR,RESIDENCES BOTANIQUE,YIO CHU KANG ROAD,32799.635134300003,37689.594328210003
615,RCR,THOMSON V ONE,SIN MING ROAD,28240.299604259999,37260.243687859997
616,OCR,CELADON VIEW,JALAN LOYANG BESAR,41712.980226570002,40046.340631909999
617,RCR,ESTERINA,HAIG AVENUE,35421.02143196,32237.21034755
618,OCR,THE VERTE,LORONG H TELOK KURAU,37008.39798373,33229.751599600001
619,OCR,LANDED HOUSING DEVELOPMENT,EE TEOW LENG ROAD,32979.991739369998,37814.586658650001
620,RCR,GALLERY 8,PULASAN ROAD,36123.041122190001,32696.509516359999
621,OCR,THE HILLSIDE,UPPER BUKIT TIMAH ROAD,20727.197205979999,37219.657440849997
622,RCR,CASA MEYFORT,MEYER ROAD,34454.587110420002,31033.754747689998
623,OCR,EAST PALM,PALM ROAD,38907.514179509997,32855.946127869999
624,RCR,BINJAI PARK,BINJAI PARK,23001.636485349998,36200.382680079999
625,RCR,LANDED HOUSING DEVELOPMENT,GARDENIA ROAD,27397.243802369999,37551.723228319999
626,RCR,THOMSON PLAZA,MARIGOLD DRIVE,27675.9749,37385.3649
627,OCR,AQUENE,LORONG BANDANG,36443.385554070003,32958.262189100001
628,RCR,LA VILLE,TANJONG RHU ROAD,33689.222050619998,31310.328453749999
629,OCR,FORTUNE SPRING,PALM ROAD,38902.437566970001,32770.285704109998
630,OCR,THE GALE,FLORA ROAD,42924.097827229999,37806.255201050003
631,OCR,GREEN PARK,JALAN LIMAU KASTURI,40477.989489510001,34075.484915160001
632,OCR,LANDED HOUSING DEVELOPMENT,POH HUAT ROAD,33608.401843650002,38707.631387409997
633,OCR,DOUBLE BAY RESIDENCES,SIMEI STREET 4,41688.258734989997,35881.565958599999
634,OCR,CHANGI GROVE,LENGKOK MARIAM,43260.59118998,38303.322273910002
635,OCR,LANDED HOUSING DEVELOPMENT,SURIN AVENUE,34022.714127470002,37757.407292830002
636,OCR,PALM TREE NINES,JALAN HAJI SALAM,41257.5243,33613.0658
637,RCR,SERAYA BREEZE,SERAYA ROAD,35408.730064949999,32034.91670117
638,RCR,SPRING @ LANGSAT,LANGSAT ROAD,35464.449733719999,33067.632598999998
639,RCR,FABER GARDEN CONDOMINIUM,ANGKLONG LANE,27654.154987060002,38353.729654759999
640,OCR,SUITES @ EASTCOAST,UPPER EAST COAST ROAD,39029.321025499998,32960.758349550001
641,RCR,LANDED HOUSING DEVELOPMENT,TOH YI ROAD,21087.69001855,35532.767319819998
642,RCR,LANDED HOUSING DEVELOPMENT,JOO CHIAT PLACE,35766.7702,32868.8896
643,OCR,TAIPAN GRAND,MARINE PARADE ROAD,39158.24961563,32682.464218450001
644,OCR,GOLDEN HEIGHTS,SERANGOON AVENUE 3,31662.966909859998,36891.521578960003
645,OCR,LANDED HOUSING DEVELOPMENT,GLASGOW ROAD,33233.605380029998,38327.118306509997
646,OCR,LE CONNEY PARK,LORONG L TELOK KURAU,36773.06510835,32732.957324900001
647,OCR,CASA ROSA,LORONG ONG LYE,33084.35277752,36442.700730699999
648,OCR,LANDED HOUSING DEVELOPMENT,JALAN GOTONG ROYONG,33627.243185500001,36256.876354499999
649,OCR,GEMINI APARTMENTS,JALAN TUA KONG,38197.913707169998,33286.69509907
650,RCR,TAIPAN JADE,ROSE LANE,34757.828936039997,32478.827194909998
651,OCR,LANDED HOUSING DEVELOPMENT,KEW WALK,41013.989770149999,33615.354763810003
652,OCR,SEA ESTA,PASIR RIS LINK,42117.84,40003.9831
653,RCR,STILL 123,LANGSAT ROAD,36008.401169330003,33128.87057619
654,OCR,LANDED HOUSING DEVELOPMENT,THRIFT DRIVE,33584.8706519,36272.5403964
655,OCR,LANDED HOUSING DEVELOPMENT,TAMPINES ROAD,34524.186267600003,38253.037716829999
656,OCR,RIVER ISLES,EDGEDALE PLAINS,36938.4829,42098.7863
657,OCR,STADIA,YIO CHU KANG ROAD,32758.021690300002,37518.991679859998
658,RCR,THE MAKENA,MEYER ROAD,34766.044545990003,31002.55468182
659,OCR,HOUGANG GREEN,BUANGKOK GREEN,34037.865020970001,40244.410721740001
660,OCR,EASTWOOD REGENCY,EASTWOOD ROAD,41872.24819612,33763.095209029998
661,RCR,EQUATORIAL APARTMENTS,MEYER ROAD,34076.7597,31172.0244
662,RCR,GREENRIDGE,GREENRIDGE CRESCENT,20558.104324799999,35009.760019429999
663,OCR,LANDED HOUSING DEVELOPMENT,JALAN ARIF,33650.152535279997,38824.751686739997
664,RCR,LANDED HOUSING DEVELOPMENT,LORONG PISANG ASAM,21232.990195420002,36222.250912300002
665,OCR,LANDED HOUSING DEVELOPMENT,CHIAP GUAN AVENUE,32687.103631440001,38089.952718969999
666,OCR,PRINCETON VALE,POH HUAT TERRACE,33036.10568339,38795.663340169997
667,OCR,EASTWOOD PARK,EASTWOOD WAY,41899.547378420002,33858.104478699999
668,OCR,KALEIDO,LORONG K TELOK KURAU,36912.2726,32818.0903
669,OCR,SEASTRAND,PASIR RIS LINK,42209.5564,39737.6689
670,RCR,LANDED HOUSING DEVELOPMENT,CHEOW KENG ROAD,36060.013484800003,32169.010920960002
671,OCR,LANDED HOUSING DEVELOPMENT,HIGHLAND TERRACE,33188.925276449997,37811.680967419998
672,OCR,NV RESIDENCES,PASIR RIS GROVE,40262.839243730002,39314.98104453
673,RCR,PEACH GARDEN,PEACH GARDEN,34959.34072257,31072.891854900002
674,OCR,NUOVO,ANG MO KIO AVENUE 9,28985.435987019999,40799.590251979998
675,RCR,THE STERLING,BUKIT TIMAH ROAD,22266.533419,35253.05161176
676,RCR,ROYAL COURT,JALAN RAJAWALI,20848.650376059999,36214.062875440001
677,OCR,OPTIMA @ TANAH MERAH,TANAH MERAH KECHIL AVENUE,40647.846911870001,34465.465142959999
678,OCR,GAMBIR GARDENS,LORONG GAMBIR,32568.855940250001,36357.215932149997
679,OCR,LANDED HOUSING DEVELOPMENT,JALAN PACHELI,31228.31565962,37525.0231091
680,OCR,THE GLADES,BEDOK RISE,40744.6684,34358.8825
681,OCR,CHANGI GREEN,UPPER CHANGI ROAD EAST,42444.012397399996,36335.892405180003
682,OCR,BEDOK RESIDENCES,BEDOK NORTH DRIVE,38618.7634,34064.2133
683,RCR,STILLZ RESIDENCE,LORONG 108 CHANGI,35979.6446,33180.3917
684,OCR,NOUVELLE PARK,POH HUAT ROAD WEST,32900.733379120002,38758.130959910001
685,OCR,AXIS @ SIGLAP,EAST COAST TERRACE,38079.775958400002,32669.669875280001
686,OCR,SUNSHINE MANSIONS,JOO CHIAT PLACE,36295.286840769999,33010.926826399999
687,OCR,LANDED HOUSING DEVELOPMENT,KURAU TERRACE,37201.146342399998,32716.462990030001
688,OCR,BELLEWATERS,ANCHORVALE CRESCENT,34360.567,42435.362
689,RCR,ADELPHI PARK ESTATE,CARNATION DRIVE,27525.469842820001,37528.54679229
690,OCR,SUNBIRD VIEW,SUNBIRD ROAD,,
691,OCR,CHUAN VILLAS,CHUAN CLOSE,31124.374276480001,36788.968403210003
692,OCR,LANDED HOUSING DEVELOPMENT,ROSYTH ROAD,32853.443655130001,38289.056375149997
693,RCR,ROYALE MANSIONS,PULASAN ROAD,36125.6351,32716.0791
694,OCR,PARC BLEU,JOO CHIAT PLACE,36282.0302,32938.575
695,OCR,LANDED HOUSING DEVELOPMENT,JALAN PELIKAT,33882.160648530001,37371.540045349997
696,RCR,THE CARPMAELINA,CARPMAEL ROAD,35213.473663490003,32833.442501279997
697,OCR,THE FLORIDA,HOUGANG AVENUE 7,35510.690961339997,39584.741683260001
698,OCR,KEW COTTAGES,LIMAU WALK,41095.057136210002,33909.277104070003
699,OCR,LANDED HOUSING DEVELOPMENT,PHILLIPS AVENUE,33225.037575200003,38411.930759550003
700,OCR,VUE 8 RESIDENCE,PASIR RIS HEIGHTS,39952.2483,40483.2312
701,OCR,THE TAMPINES TRILLIANT,TAMPINES CENTRAL 7,39826.188,37930.1892
702,OCR,RESIDENTIAL APARTMENTS,TAMPINES AVENUE,38335.0265,38710.8393
703,OCR,LAGUNA 88,EASTWOOD ROAD,41931.5212,33773.6267
704,OCR,LANDED HOUSING DEVELOPMENT,BEDOK AVENUE,41333.592992970003,33688.809815570001
705,OCR,KOVAN GRANDEUR,TAMPINES ROAD,34537.329080529999,38130.199069400001
706,OCR,LANDED HOUSING DEVELOPMENT,GRACE WALK,32028.250682240001,37791.202660289998
707,OCR,MARTIA RESIDENCE,MARTIA ROAD,36658.514318909999,32202.669806170001
708,OCR,WEMBLY RESIDENCES,YIO CHU KANG ROAD,32801.527111320002,37654.111266849997
709,RCR,BISHAN 8,BISHAN STREET 21,29532.009291429998,36849.772554879997
